Date,AllMedia_Headline,Description,Source_Name,Source_Bias,Source_Headline,Source_Link
"August 23rd, 2018",b'Death of Mollie Tibbetts Sparks Debate on Immigration',"The death of University of Iowa student Mollie Tibbetts has reignited a national debate on illegal immigration after an undocumented immigrant was arrested for her murder. Many on the Right have said that the crime is an example of the country's failed immigration policy, while some on the Left have criticized the president for politicizing the event and point to multiple studies that claim illegal immigrants do not commit crimes at higher rates than native-born U.S. citizens.",Reuters,Center ,"b""Iowa student's murder thrust into U.S. debate over immigration""",https://www.reuters.com/article/us-iowa-crime/iowa-students-murder-thrust-into-us-debate-over-immigration-idUSKCN1L72BU
"August 20th, 2018",b'Trump Seeks to Rally Support for Immigration and Customs Enforcement',"President Trump encouraged local officials to express support for Immigration and Customs Enforcement (ICE) in a letter issued on Monday, criticizing the abolish ICE movement proposed by left-wing Democrats and claiming that the agency's elimination would lead to “terror, bloodshed and suffering”. Supporters of ICE argue that it is necessary to maintain strong borders, while opponents argue that its mission is too highly focused on deportation and needs to be reformed.",New York Post,Right ,"b'Trump implores state, local officials to publicly praise ICE'",https://nypost.com/2018/08/20/trump-implores-state-local-officials-to-publicly-praise-ice/
"August 20th, 2018",b'Trump Seeks to Rally Support for Immigration and Customs Enforcement',"President Trump encouraged local officials to express support for Immigration and Customs Enforcement (ICE) in a letter issued on Monday, criticizing the abolish ICE movement proposed by left-wing Democrats and claiming that the agency's elimination would lead to “terror, bloodshed and suffering”. Supporters of ICE argue that it is necessary to maintain strong borders, while opponents argue that its mission is too highly focused on deportation and needs to be reformed.",USA TODAY,Center ,"b""President Trump attacks critics of border agents, warns of 'bloodshed and suffering'""",https://www.usatoday.com/story/news/politics/2018/08/20/trump-backs-ice-open-letter-calls-local-cooperation/1042715002/
"August 20th, 2018",b'Trump Seeks to Rally Support for Immigration and Customs Enforcement',"President Trump encouraged local officials to express support for Immigration and Customs Enforcement (ICE) in a letter issued on Monday, criticizing the abolish ICE movement proposed by left-wing Democrats and claiming that the agency's elimination would lead to “terror, bloodshed and suffering”. Supporters of ICE argue that it is necessary to maintain strong borders, while opponents argue that its mission is too highly focused on deportation and needs to be reformed.",Los Angeles Times,Left ,"b""Trump sees political win in some Democrats' calls to abolish ICE""",http://www.latimes.com/politics/la-na-pol-trump-ice-20180820-story.html
"August 13th, 2018",b'Uncle of Stephen Miller Calls Him an Immigration Hypocrite in New Op ed',"The uncle of Trump aide Stephen Miller called his nephew an ""immigration hypocrite"" in a scathing op-ed for Politico, saying their family would have been ""wiped out"" had Miller's ideas on immigration been implemented at the time. Critics of the argument say that policy cannot be decided on the mere basis of family benefit.",Politico,Left ,b'Stephen Miller Is an Immigration Hypocrite. I Know Because I\xe2\x80\x99m His Uncle.',https://www.politico.com/magazine/story/2018/08/13/stephen-miller-is-an-immigration-hypocrite-i-know-because-im-his-uncle-219351
"August 13th, 2018",b'Uncle of Stephen Miller Calls Him an Immigration Hypocrite in New Op ed',"The uncle of Trump aide Stephen Miller called his nephew an ""immigration hypocrite"" in a scathing op-ed for Politico, saying their family would have been ""wiped out"" had Miller's ideas on immigration been implemented at the time. Critics of the argument say that policy cannot be decided on the mere basis of family benefit.",The Hill,Center ,"b'Stephen Miller\xe2\x80\x99s uncle calls Miller an \xe2\x80\x98immigration hypocrite,\xe2\x80\x99 compares Trump to Nazis'",http://thehill.com/blogs/blog-briefing-room/news/401510-stephen-millers-uncle-calls-miller-an-immigration-hypocrite
"August 13th, 2018",b'Uncle of Stephen Miller Calls Him an Immigration Hypocrite in New Op ed',"The uncle of Trump aide Stephen Miller called his nephew an ""immigration hypocrite"" in a scathing op-ed for Politico, saying their family would have been ""wiped out"" had Miller's ideas on immigration been implemented at the time. Critics of the argument say that policy cannot be decided on the mere basis of family benefit.",National Review,Right ,b'Immigration and the \xe2\x80\x98Hypocrisy\xe2\x80\x99 Charge',https://www.nationalreview.com/corner/stephen-miller-immigration-hypocrisy-charge/
"August 10th, 2018",b'U S Army Halts Discharges of Immigrant Recruits',The U.S. Army has halted its practice of discharging immigrants who enlisted under a program that promised a path to citizenship.,New York Post,Right ,"b'Immigrant recruits booted by the Army left facing deportation, death'",https://nypost.com/2018/08/09/immigrant-recruits-booted-by-the-army-left-facing-deportation-death/
"August 10th, 2018",b'U S Army Halts Discharges of Immigrant Recruits',The U.S. Army has halted its practice of discharging immigrants who enlisted under a program that promised a path to citizenship.,New York Times (Online News),Left ,b'Army Suspends Its Purge of Immigrant Recruits',https://www.nytimes.com/2018/08/09/us/mavni-program-army-discharge-immigrants.html
"August 10th, 2018",b'U S Army Halts Discharges of Immigrant Recruits',The U.S. Army has halted its practice of discharging immigrants who enlisted under a program that promised a path to citizenship.,NPR Online News,Center ,b'U.S. Army Stops Discharging Immigrant Recruits Seeking Citizenship',https://www.npr.org/2018/08/09/637147951/u-s-army-stops-discharging-immigrant-recruits-seeking-citizenship
"July 23rd, 2018",b'Trump Administration Reviews Cases of Immigrants Who May Have Used Fraudulent Documents During Naturalization Process',"The Trump administration is expanding the government’s deportation powers, telling the U.S. Citizenship and Immigration Services to review cases of naturalized immigrants who may have used fraudulent documents or who illegally took advantage of government assistance programs.",Washington Times,Right ,"b""Trump administration expands government's deportation powers""",https://www.washingtontimes.com/news/2018/jul/5/dhs-expands-power-initiate-deportations/
"July 23rd, 2018",b'Trump Administration Reviews Cases of Immigrants Who May Have Used Fraudulent Documents During Naturalization Process',"The Trump administration is expanding the government’s deportation powers, telling the U.S. Citizenship and Immigration Services to review cases of naturalized immigrants who may have used fraudulent documents or who illegally took advantage of government assistance programs.",New York Times (Online News),Left ,"b'Congratulations, You Are Now a U.S. Citizen. Unless Someone Decides Later You\xe2\x80\x99re Not.'",https://www.nytimes.com/2018/07/23/us/denaturalize-citizen-immigration.html
"July 23rd, 2018",b'Trump Administration Reviews Cases of Immigrants Who May Have Used Fraudulent Documents During Naturalization Process',"The Trump administration is expanding the government’s deportation powers, telling the U.S. Citizenship and Immigration Services to review cases of naturalized immigrants who may have used fraudulent documents or who illegally took advantage of government assistance programs.",The Hill,Center ,b'Trump ramps up scrutiny of legal immigrants',http://thehill.com/homenews/administration/398116-trump-ramps-up-scrutiny-of-legal-immigrants
"July 11th, 2018",b'Trump Administration Misses Deadline to Reunite Migrant Children with Parents',"The Trump administration has reunited 38 out of 102 migrant children under age 5 with their parents, missing the Tuesday court deadline set by a federal judge. Officials have cited obstacles to completing the process in some cases, such as DNA tests that don't match and parents who have criminal records.",Wall Street Journal - News,Center ,"b'As Government Misses Reunification Deadline, It\xe2\x80\x99s Told to Pick Up the Pace'",https://www.wsj.com/articles/as-government-misses-reunification-deadline-its-told-to-pick-up-the-pace-1531264349
"July 11th, 2018",b'Trump Administration Misses Deadline to Reunite Migrant Children with Parents',"The Trump administration has reunited 38 out of 102 migrant children under age 5 with their parents, missing the Tuesday court deadline set by a federal judge. Officials have cited obstacles to completing the process in some cases, such as DNA tests that don't match and parents who have criminal records.",Los Angeles Times,Left ,b'Some migrant children are reunited with parents as Trump administration misses court deadline',http://www.latimes.com/local/lanow/la-me-deadline-separated-20180710-story.html
"July 11th, 2018",b'Trump Administration Misses Deadline to Reunite Migrant Children with Parents',"The Trump administration has reunited 38 out of 102 migrant children under age 5 with their parents, missing the Tuesday court deadline set by a federal judge. Officials have cited obstacles to completing the process in some cases, such as DNA tests that don't match and parents who have criminal records.",Washington Times,Right ,"b'DNA tests, criminal charges complicate effort to reunite illegal immigrant families'",https://www.washingtontimes.com/news/2018/jul/10/dna-tests-criminal-charges-complicate-effort-reuni/
"July 3rd, 2018",b'Judge Rules Asylum Seekers Must Receive Individual Parole Hearings Orders DHS to Stop Blanket Detentions',"A federal judge ruled on Monday that the Department of Homeland Security has violated its own policy by issuing blanket detentions for asylum-seekers, ordering the department to decide each status in an individual parole hearing.",USA TODAY,Center ,b'Judge rules that Trump administration has been wrongly detaining asylum seekers',https://www.usatoday.com/story/news/nation/2018/07/02/judge-rules-trump-administration-has-been-wrongly-detaining-asylum-seekers/753151002/
"July 3rd, 2018",b'Judge Rules Asylum Seekers Must Receive Individual Parole Hearings Orders DHS to Stop Blanket Detentions',"A federal judge ruled on Monday that the Department of Homeland Security has violated its own policy by issuing blanket detentions for asylum-seekers, ordering the department to decide each status in an individual parole hearing.",Fox News (Online),Right ,"b""Judge rules DHS must consider detained asylum-seekers' parole on case-by-case basis""",http://www.foxnews.com/politics/2018/07/02/judge-rules-dhs-must-consider-detained-asylum-seekers-parole-on-case-by-case-basis.html
"July 3rd, 2018",b'Judge Rules Asylum Seekers Must Receive Individual Parole Hearings Orders DHS to Stop Blanket Detentions',"A federal judge ruled on Monday that the Department of Homeland Security has violated its own policy by issuing blanket detentions for asylum-seekers, ordering the department to decide each status in an individual parole hearing.",Washington Post,Left ,"b'U.S. judge blocks Trump crackdown on asylum seekers, bars blanket detentions of those with persecution claims'",https://www.washingtonpost.com/local/public-safety/us-judge-blocks-trump-crackdown-on-asylum-seekers-bars-blanket-detentions-of-those-with-persecution-claims/2018/07/02/cdc707ba-7e36-11e8-b660-4d0f9f0351f1_story.html
"July 1st, 2018",b'Nationwide Protests Against Immigrant Family Separation',Thousands of protesters marched in cities across the United States on Saturday calling for an end to the separation of immigrant families at the border. These protests come after President Trump's June 20 executive order that says families will now be detained together.,TheBlaze.com,Right ,b'Thousands turn out in cities across nation to protest separation of illegal immigrant families',https://www.theblaze.com/news/2018/06/30/thousands-turn-out-in-cities-across-nation-to-protest-separation-of-illegal-immigrant-families
"July 1st, 2018",b'Nationwide Protests Against Immigrant Family Separation',Thousands of protesters marched in cities across the United States on Saturday calling for an end to the separation of immigrant families at the border. These protests come after President Trump's June 20 executive order that says families will now be detained together.,Reuters,Center ,b'Protesters across U.S. call on Trump to reunite immigrant families',https://www.reuters.com/article/us-usa-immigration-protest/protesters-across-u-s-call-on-trump-to-reunite-immigrant-families-idUSKBN1JQ0TP
"July 1st, 2018",b'Nationwide Protests Against Immigrant Family Separation',Thousands of protesters marched in cities across the United States on Saturday calling for an end to the separation of immigrant families at the border. These protests come after President Trump's June 20 executive order that says families will now be detained together.,New York Times (Online News),Left ,b'Protests Across U.S. Call for End to Migrant Family Separations',https://www.nytimes.com/2018/06/30/us/politics/trump-protests-family-separation.html
"June 30th, 2018",b'Several Democrats Call to Abolish ICE President Trump Responds',"In the wake of President Trump's ""zero tolerance"" immigration policy, several Democrats have called to abolish the U.S. Immigration and Customs Enforcement (ICE), with the president responding that it ""will never happen.""",USA TODAY,Center ,"b""New York's Kirsten Gillibrand, Bill de Blasio echo progressive calls to 'abolish ICE'""",https://www.usatoday.com/story/news/politics/2018/06/29/kristen-gillibrand-bill-de-blasio-echo-progresive-calls-abolish-ice/746694002/
"June 30th, 2018",b'Several Democrats Call to Abolish ICE President Trump Responds',"In the wake of President Trump's ""zero tolerance"" immigration policy, several Democrats have called to abolish the U.S. Immigration and Customs Enforcement (ICE), with the president responding that it ""will never happen.""",Fox News (Online),Right ,"b""Trump slaps down Democrats' 'abolish ICE' push: 'It will never happen'""",http://www.foxnews.com/politics/2018/06/30/trump-slaps-down-democrats-abolish-ice-push-it-will-never-happen.html
"June 30th, 2018",b'Several Democrats Call to Abolish ICE President Trump Responds',"In the wake of President Trump's ""zero tolerance"" immigration policy, several Democrats have called to abolish the U.S. Immigration and Customs Enforcement (ICE), with the president responding that it ""will never happen.""",CNN (Web News),Left ,"b""The movement to 'Abolish ICE' is heating up -- and going mainstream""",https://www.cnn.com/2018/06/30/politics/abolish-ice-movement-gaining-support-democrats/index.html
"June 25th, 2018",b'Trump Calls For Speedy Deportations',"President Trump is calling for the deportation of illegal immigrants, without due process. He also is calling for immigration to be based on merit.",Townhall,Right ,"b""Trump Wants Illegal Immigrants Who 'Invade' US Sent Immediately Back Home""",https://townhall.com/tipsheet/leahbarkoukis/2018/06/25/trump-illegal-aliens-back-from-where-they-came-n2494158
"June 25th, 2018",b'Trump Calls For Speedy Deportations',"President Trump is calling for the deportation of illegal immigrants, without due process. He also is calling for immigration to be based on merit.",Salon,Left ,b'Donald Trump\xe2\x80\x99s authoritarian power-grab: Due process is for wimps',https://www.salon.com/2018/06/25/donald-trumps-authoritarian-power-grab-due-process-is-for-wimps/
"June 25th, 2018",b'Trump Calls For Speedy Deportations',"President Trump is calling for the deportation of illegal immigrants, without due process. He also is calling for immigration to be based on merit.",BBC News,Center ,b'Trump calls for deportations without judicial process',https://www.bbc.com/news/world-us-canada-44594652
"June 23rd, 2018",b'Trump Holds Event with Angel Families',"President Trump hosted an event on Friday in which families of people killed by illegal immigrants could tell their stories. The president remarked that these stories are often ignored by the media and that ""these are the American citizens permanently separated from their loved ones."" This event comes amid the controversy surrounding the administration over its ""zero-tolerance"" policy.",Washington Times,Right ,"b""Trump hosts 'Angel Families' to highlight crime by illegal immigrants""",https://www.washingtontimes.com/news/2018/jun/22/trump-meet-families-loved-ones-killed-illegals/
"June 23rd, 2018",b'Trump Holds Event with Angel Families',"President Trump hosted an event on Friday in which families of people killed by illegal immigrants could tell their stories. The president remarked that these stories are often ignored by the media and that ""these are the American citizens permanently separated from their loved ones."" This event comes amid the controversy surrounding the administration over its ""zero-tolerance"" policy.",Axios,Center ,"b'Trump\xe2\x80\x99s immigration counter-programming features \xe2\x80\x9cAngel Families""'",https://www.axios.com/trump-immigration-angel-families-separated-2baa1217-1a03-4db8-bd55-7f88f5d5b9ed.html
"June 23rd, 2018",b'Trump Holds Event with Angel Families',"President Trump hosted an event on Friday in which families of people killed by illegal immigrants could tell their stories. The president remarked that these stories are often ignored by the media and that ""these are the American citizens permanently separated from their loved ones."" This event comes amid the controversy surrounding the administration over its ""zero-tolerance"" policy.",Politico,Left ,b'Trump tries to shift focus to victims of undocumented immigrants',https://www.politico.com/story/2018/06/22/donald-trump-undocumented-immigrants-victims-665899
"June 22nd, 2018",b'Trump Urges GOP Lawmakers to Drop Immigration Effort',"President Donald Trump urged Republican lawmakers on Friday to drop their efforts to pass comprehensive immigration legislation until after the November elections, which he hoped would bring more party members into Congress.",Washington Post,Left ,b'Trump says Republicans are \xe2\x80\x98wasting their time\xe2\x80\x99 trying to pass immigration bills before November elections',https://www.washingtonpost.com/politics/trump-says-republicans-are-wasting-their-time-trying-to-pass-immigration-bills-before-november-elections/2018/06/22/9f8f0810-7603-11e8-b4b7-308400242c2e_story.html
"June 22nd, 2018",b'Trump Urges GOP Lawmakers to Drop Immigration Effort',"President Donald Trump urged Republican lawmakers on Friday to drop their efforts to pass comprehensive immigration legislation until after the November elections, which he hoped would bring more party members into Congress.",Reuters,Center ,b'Trump urges Republican lawmakers to drop immigration effort',https://www.reuters.com/article/us-usa-immigration/trump-urges-republican-lawmakers-to-drop-immigration-effort-idUSKBN1JI1CI
"June 22nd, 2018",b'Trump Urges GOP Lawmakers to Drop Immigration Effort',"President Donald Trump urged Republican lawmakers on Friday to drop their efforts to pass comprehensive immigration legislation until after the November elections, which he hoped would bring more party members into Congress.",Breitbart News,Right ,b'Donald Trump to Paul Ryan: Stop Wasting Your Time on Immigration',http://www.breitbart.com/big-government/2018/06/22/donald-trump-to-paul-ryan-stop-wasting-your-time-on-immigration/
"June 20th, 2018",b'President Trump Signs Executive Order Ending Family Separation at the Border',"President Trump signed an executive order on Wednesday ending family separations at the border, mandating that parents and children caught crossing illegally be detained together.",USA TODAY,Center ,"b""Trump signs executive order on immigration, but says 'zero tolerance' will continue""",https://www.usatoday.com/story/news/politics/2018/06/20/homeland-security-drafts-plan-end-separations-border/717898002/
"June 20th, 2018",b'President Trump Signs Executive Order Ending Family Separation at the Border',"President Trump signed an executive order on Wednesday ending family separations at the border, mandating that parents and children caught crossing illegally be detained together.",HuffPost,Left ,b'Trump\xe2\x80\x99s Plan To Stop Family Separations Is To Detain Families Together',https://www.huffingtonpost.com/entry/trump-republicans-family-separations-plan_us_5b2a8b03e4b0a4dc992364e0
"June 20th, 2018",b'President Trump Signs Executive Order Ending Family Separation at the Border',"President Trump signed an executive order on Wednesday ending family separations at the border, mandating that parents and children caught crossing illegally be detained together.",Washington Times,Right ,b'Trump signs executive order stopping family separation',https://www.washingtontimes.com/news/2018/jun/20/trump-says-sign-something-stop-family-separation/
"June 20th, 2018",b'Trump Backs House Immigration Bills',"President Donald Trump told Republican lawmakers on Tuesday he would back either of the immigration bills making their way through the House of Representatives, while declining to end the family-separation policy himself.",Washington Times,Right ,"b""Trump blesses House Republicans' new compromise immigration bill""",https://www.washingtontimes.com/news/2018/jun/19/donald-trump-blesses-house-republicans-immigration/
"June 20th, 2018",b'Trump Backs House Immigration Bills',"President Donald Trump told Republican lawmakers on Tuesday he would back either of the immigration bills making their way through the House of Representatives, while declining to end the family-separation policy himself.",Reuters,Center ,b'Trump says would back both House immigration bills as separation crisis grows',https://www.reuters.com/article/us-usa-immigration/trump-says-would-back-both-house-immigration-bills-as-separation-crisis-grows-idUSKBN1JF177
"June 20th, 2018",b'Trump Backs House Immigration Bills',"President Donald Trump told Republican lawmakers on Tuesday he would back either of the immigration bills making their way through the House of Representatives, while declining to end the family-separation policy himself.",The Guardian,Left ,b'Trump backs plan to end family separations but shirks responsibility',https://www.theguardian.com/us-news/2018/jun/19/trump-backs-plan-to-end-family-separations-but-shirks-responsibility
"June 19th, 2018",b'President Trump Threatens Government Shutdown Over Border Wall Funding',President Trump reportedly told several GOP senators and White House officials that he will shut down the government in September if Congress does not provide him with $25 billion for a border wall.,The Hill,Center ,b'Trump threatens to shut down government over full border wall funding: report',http://thehill.com/homenews/administration/393013-trump-threatens-to-shut-down-government-over-full-border-wall-funding
"June 19th, 2018",b'President Trump Threatens Government Shutdown Over Border Wall Funding',President Trump reportedly told several GOP senators and White House officials that he will shut down the government in September if Congress does not provide him with $25 billion for a border wall.,Politico,Left ,b'Trump loses temper over border wall funding',https://www.politico.com/story/2018/06/19/trump-border-wall-funding-immigration-653530
"June 19th, 2018",b'President Trump Threatens Government Shutdown Over Border Wall Funding',President Trump reportedly told several GOP senators and White House officials that he will shut down the government in September if Congress does not provide him with $25 billion for a border wall.,Townhall,Right ,"b'All Talk, No Action: Trump Furious Over Border Wall Funding And Yes\xe2\x80\x93He Threatened A Shutdown'",https://townhall.com/tipsheet/mattvespa/2018/06/19/all-talk-no-action-trump-furious-over-border-wall-funding-and-yeshe-threatened-n2492290
"June 19th, 2018",b'Trump Defends Family Separation Policy',President Trump defended his family-separation border policy as a growing number of Republicans criticized it for separating children from their families.,The Daily Caller,Right ,"b'Trump, Defiant \xe2\x80\x98We must always arrest illegals""'",http://dailycaller.com/2018/06/19/trump-defiant-always-arrest-illegals/
"June 19th, 2018",b'Trump Defends Family Separation Policy',President Trump defended his family-separation border policy as a growing number of Republicans criticized it for separating children from their families.,Washington Post,Left ,"b'Trump is defiant as border crisis escalates, prepares to lobby House GOP on immigration bills'",https://www.washingtonpost.com/powerpost/trump-is-defiant-as-border-crisis-escalates-prepares-to-lobby-house-gop-on-immigration-bills/2018/06/19/e20a108e-73c1-11e8-805c-4b67019fcfe4_story.html
"June 19th, 2018",b'Trump Defends Family Separation Policy',President Trump defended his family-separation border policy as a growing number of Republicans criticized it for separating children from their families.,Wall Street Journal - News,Center ,b'Trump Defends Family-Separation Policy',https://www.wsj.com/articles/trump-administration-defends-family-separation-policy-1529341079
"June 18th, 2018",b'Outrage Grows Over Separating Families at the Border',"The battle over children being separated from their parents at the border is spilling over into another week, as Laura Bush and Melania Trump speak out.",CBN,Right ,b'Outrage Grows over Separating Families at the Border: A Closer Look at the Immigration Controversy',http://www1.cbn.com/cbnnews/politics/2018/june/outrage-grows-over-separating-families-at-the-border-a-closer-look-at-the-immigration-controversy
"June 18th, 2018",b'Outrage Grows Over Separating Families at the Border',"The battle over children being separated from their parents at the border is spilling over into another week, as Laura Bush and Melania Trump speak out.",BBC News,Center ,b'US child migrants: First ladies speak out on Trump separation policy',https://www.bbc.com/news/world-us-canada-44515123
"June 18th, 2018",b'Outrage Grows Over Separating Families at the Border',"The battle over children being separated from their parents at the border is spilling over into another week, as Laura Bush and Melania Trump speak out.",CNN - Editorial,Left ,b'OPINION: Outrage grows as families are separated. Will Trump change his policy?',https://www.cnn.com/2018/06/18/politics/immigration-trump-congress-family-separation/index.html
"June 16th, 2018",b'White House Says Trump Will Sign GOP Immigration Bill',"The White House said Friday evening that President Trump will support the GOP leadership's upcoming immigration bill as well as a more enforcement-heavy conservative immigration bill. This announcement came after some confusion earlier in the day about whether the president would support the bill. The bill includes policies that President Trump has expressed as vital such as a pathway to citizenship for DACA recipients and an end to ""chain migration.""",Politico,Left ,"b'White House, in reversal, embraces Dreamer legislation'",https://www.politico.com/story/2018/06/15/trump-no-immigration-bill-compromise-648967
"June 16th, 2018",b'White House Says Trump Will Sign GOP Immigration Bill',"The White House said Friday evening that President Trump will support the GOP leadership's upcoming immigration bill as well as a more enforcement-heavy conservative immigration bill. This announcement came after some confusion earlier in the day about whether the president would support the bill. The bill includes policies that President Trump has expressed as vital such as a pathway to citizenship for DACA recipients and an end to ""chain migration.""",The Hill,Center ,"b""White House walks back Trump's rejection of immigration compromise""",http://thehill.com/homenews/house/392512-white-house-walks-back-trumps-rejection-of-immigration-compromise
"June 16th, 2018",b'White House Says Trump Will Sign GOP Immigration Bill',"The White House said Friday evening that President Trump will support the GOP leadership's upcoming immigration bill as well as a more enforcement-heavy conservative immigration bill. This announcement came after some confusion earlier in the day about whether the president would support the bill. The bill includes policies that President Trump has expressed as vital such as a pathway to citizenship for DACA recipients and an end to ""chain migration.""",Washington Times,Right ,"b""White House reverses Trump, says he will sign GOP leaders' immigration bill""",https://www.washingtontimes.com/news/2018/jun/15/white-house-reverses-trump-says-he-will-sign-gop-l/
"June 14th, 2018",b'House Republicans Draft Compromise Immigration Plan Would Prevent Separating Children from Parents at Border',"House Republicans have drafted a compromise immigration plan that would give Dreamers a path to citizenship as well as provide funding for President Trump's border wall. Speaker Paul Ryan also voiced his opposition to current policy that allows children to be separated from their parents at the border, which the bill would prevent going forward.",Wall Street Journal - News,Center ,b'House GOP Leadership Gets White House Support on Immigration Vote Plan',https://www.wsj.com/articles/house-gop-leadership-reaches-deal-to-hold-immigration-votes-1528925583
"June 14th, 2018",b'House Republicans Draft Compromise Immigration Plan Would Prevent Separating Children from Parents at Border',"House Republicans have drafted a compromise immigration plan that would give Dreamers a path to citizenship as well as provide funding for President Trump's border wall. Speaker Paul Ryan also voiced his opposition to current policy that allows children to be separated from their parents at the border, which the bill would prevent going forward.",HuffPost,Left ,"b'Paul Ryan Doesn\xe2\x80\x99t Want Kids Split From Their Parents, But He Won\xe2\x80\x99t Blame Trump For It'",https://www.huffingtonpost.com/entry/paul-ryan-family-separations_us_5b229e9de4b07cb1712c67cd
"June 14th, 2018",b'House Republicans Draft Compromise Immigration Plan Would Prevent Separating Children from Parents at Border',"House Republicans have drafted a compromise immigration plan that would give Dreamers a path to citizenship as well as provide funding for President Trump's border wall. Speaker Paul Ryan also voiced his opposition to current policy that allows children to be separated from their parents at the border, which the bill would prevent going forward.",Washington Times,Right ,b'House Republicans look to unite party on plan for immigration reform',https://www.washingtontimes.com/news/2018/jun/13/house-republicans-look-to-unite-party-on-plan-for-/
"May 31st, 2018",b'Fact Check Reports Misleading on Status of Immigrant Children',"Misleading reports that said 1500 immigrant children had been ""lost"" caused backlash and a viral hashtag, #WhereAretheChildren?. However, media had conflated multiple stories about immigration: those 1500 children had arrived at the border unaccompanied and were not supposed to be in government custody.",Associated Press,Center ,b'Fallacies on both sides in immigration debate',https://www.apnews.com/d110c36836ab4003ad77396025616f04
"May 31st, 2018",b'Fact Check Reports Misleading on Status of Immigrant Children',"Misleading reports that said 1500 immigrant children had been ""lost"" caused backlash and a viral hashtag, #WhereAretheChildren?. However, media had conflated multiple stories about immigration: those 1500 children had arrived at the border unaccompanied and were not supposed to be in government custody.",Vox,Left ,b'The real immigration crisis isn\xe2\x80\x99t \xe2\x80\x9cmissing\xe2\x80\x9d children. It\xe2\x80\x99s family separations.',https://www.vox.com/2018/5/30/17405992/family-separations-missing-migrant-children
"May 31st, 2018",b'Fact Check Reports Misleading on Status of Immigrant Children',"Misleading reports that said 1500 immigrant children had been ""lost"" caused backlash and a viral hashtag, #WhereAretheChildren?. However, media had conflated multiple stories about immigration: those 1500 children had arrived at the border unaccompanied and were not supposed to be in government custody.",Washington Examiner,Right ,b'Remember those brutal immigrant detention centers liberals tried to pin on Trump? It was all Obama',https://www.washingtonexaminer.com/opinion/remember-those-brutal-immigrant-detention-centers-liberals-tried-to-pin-on-trump-it-was-all-obama
"May 27th, 2018",b'Trump Calls for End to Policy of Separating Immigrant Families',"President Trump tweeted on Saturday to ""put pressure on the Democrats to end the horrible law"" that separates immigrant children from their parents. Publications on the Left have argued that Trump's attacks on Democrats are unfounded, since the policy comes from the Trump administration's Justice Department. Those on the Right have said that the ""zero-tolerance"" policy was put into place to deter illegal immigrants from coming to the U.S. This story comes amid much backlash for the recent revelation from a Health and Human Services official that the government was unable to locate nearly 1,500 children who had been released from its custody.",Fox News (Online),Right ,b'Trump calls for Democrats to end \xe2\x80\x98horrible law\xe2\x80\x99 that he says separates children from parents at border',http://www.foxnews.com/politics/2018/05/26/trump-calls-for-democrats-to-end-horrible-law-that-says-separates-children-from-parents-at-border.html
"May 27th, 2018",b'Trump Calls for End to Policy of Separating Immigrant Families',"President Trump tweeted on Saturday to ""put pressure on the Democrats to end the horrible law"" that separates immigrant children from their parents. Publications on the Left have argued that Trump's attacks on Democrats are unfounded, since the policy comes from the Trump administration's Justice Department. Those on the Right have said that the ""zero-tolerance"" policy was put into place to deter illegal immigrants from coming to the U.S. This story comes amid much backlash for the recent revelation from a Health and Human Services official that the government was unable to locate nearly 1,500 children who had been released from its custody.",Wall Street Journal - News,Center ,b'Trump Draws Distance From Administration Migrant Policy That Has Separated Families',https://www.wsj.com/articles/trump-blames-democrats-for-his-administrations-migrant-family-separation-policy-1527353230
"May 27th, 2018",b'Trump Calls for End to Policy of Separating Immigrant Families',"President Trump tweeted on Saturday to ""put pressure on the Democrats to end the horrible law"" that separates immigrant children from their parents. Publications on the Left have argued that Trump's attacks on Democrats are unfounded, since the policy comes from the Trump administration's Justice Department. Those on the Right have said that the ""zero-tolerance"" policy was put into place to deter illegal immigrants from coming to the U.S. This story comes amid much backlash for the recent revelation from a Health and Human Services official that the government was unable to locate nearly 1,500 children who had been released from its custody.",HuffPost,Left ,b'Trump Unbelievably Rips Dems For Immigrant Kids Being Separated From Parents',https://www.huffingtonpost.com/entry/trump-slams-dems-for-immigrant-kid-separation-from-parents_us_5b0a2365e4b0802d69cbe158
"May 18th, 2018",b'Koch Brothers Fund Advertisements Praising Democrats on Immigration',"David and Charles Koch, the libertarian billionaire brothers who are known for their substantial donations to conservative causes, are funding political ads through their LIBRE Initiative that thank several Democrats for their work to find a permanent solution to DACA.",Newsweek,Left ,"b""Why Are the Koch Brothers Thanking Democrats? Republican Donors Fund 'Unique' Campaign on DACA Fix""",http://www.newsweek.com/koch-brothers-thanking-democrats-donors-931502
"May 18th, 2018",b'Koch Brothers Fund Advertisements Praising Democrats on Immigration',"David and Charles Koch, the libertarian billionaire brothers who are known for their substantial donations to conservative causes, are funding political ads through their LIBRE Initiative that thank several Democrats for their work to find a permanent solution to DACA.",Breitbart News,Right ,b'Koch Bros Running Ads for Democrats: \xe2\x80\x98Thank You\xe2\x80\x99 for Pushing Open Borders',http://www.breitbart.com/big-government/2018/05/17/koch-bros-running-ads-for-democrats-thank-you-for-pushing-open-borders/
